lyrics,audio,song_name,title,description,channelid,view,author,duration,likes,category,publishdate,tags,id
"૪૯ શ્રી અનાથીમુનિની સજઝાય )
બંભસારે વનમાં ભમતાં , ૠષિ દીઠો રચવાડી રમતાં ;
રૂપ દેખીને મન રીઝ્યો , ભારે કર્મી પણ ભીંજ્યો . ૧
કર જોડીને એમ પૂછે , સંબંધ તમારો શું છે ?
નરનાથ હું છું અનાશ , નથી માહરે કોઈ નાથ . ૨
હરખે જોડી કહે હાશ , હું થાઉં તમારો નાથ ;
નરનાથ તું છે અનાથ , શું મુજને કરે છે સનાથ . ૩
મગધાધિપ હું છું મોટો , શું બોલે ભૂપ ખોટો ;
તું નાથપણું નવિ જાણે , ફોગટ શું આપ વખાણે ? ૪
નયરી કૌશામ્બીનો વાસી , રાજપુત્ર હું છું વિલાસી ;
એક દિન મહારોગે ઘેર્યો , કેમે તે પાછો ન ફેર્યો . ૫
માતાપિતા છે મુજ બહુ મહિલા , વહેરાવે આંસુના વહેલા ;
વડા વડા વૈધો તેડાવે , પણ વેદના કોઈ ન હઠાવે . ૬
એહવું જાણી તવ શૂલ , મેં ધાયાઁ ધર્મ અમૂલ ;
રોગ જાય જો આજની રાત , તો સંયમ લઉં પ્રભાત . ૭
એમ ચિંતવતા વેદના નાઠી , આખર બાંધી મેં કાઠી ;
બીજેદિન સંયમભાર , લીધો ન લગાડી વાર . ૮
અનાથ સનાથનો વહેરો , તુમને દાખ્યો કરી ચહેરો ;
જિનધર્મ વિના નરનાથ , નથી કોઈ મુગતિનો સાથ . ૯
શ્રેણિક તિહાં સમકિત પામ્યો , અનાથીને શીર નામ્યો ;
મુગતે ગયા મુનિરાય , ઉદયરત્ન વંદે ઉવજ્ઝાય . ૧૦",True,Bambhasare Vanma Bhamta (Anathi Muni),Bambhasaare Van Ma Bhamta,"Provided to YouTube by YouTube CSV2DDEX

Bambhasaare Van Ma Bhamta · Udayratnaji

Sajjay Mala

℗ 2015 Shemaroo Entertainment Ltd

Released on: 2008-09-16

Auto-generated by YouTube.",UCeegPRxjBBWRCKhodCTlHwg,4136,Release - Topic,355,38,Music,2015-03-26 12:15:52,"Udayratnaji,Sajjay Mala,Bambhasaare Van Ma Bhamta",Flpm4YsWd3o
"બંધન બંધન ઝંખે મારું મન
બંધન બંધન ઝંખે મારું મન , પણ આતમ ઝંખે છુટકારો ,
મને દહેશત છે આ ઝઘડામાં , થઈ જાય પૂરો આ જન્મારો ,
... બંધન બંધન .
મધુરાં , મીઠાં ને મનગમતાં , પણ બંધન અંતે બંધન છે ,
લઈ જાય જનમના ચકરાવે , એવું દુઃખદાયી આલંબન છે .
હું લાખ મનાવું મનડાને , પણ એક જ એનો ઉહકારો
... બંધન બંધન .
અકળાયેલો આતમ કે ” છે , મને મુક્ત ભૂમિમાં ભમવા દો ,
ના રાગ રહે , ના દ્વેષ રહે , એવી કક્ષામાં મને રમવા દો ,
મિત્રાચારી આ તનડાની , બે ચાર ઘડીનો ચમકારો .
... બંધન બંધન .
વરસો વીત્યાં , વીતે દિવસો , આ બે શક્તિના ઘર્ષણમાં ,
મને શું મળશે ? વિષ કે અમૃત , આ ભવસાગરના મંથનમાં
ક્યારે પંખી આ પિંજરાનું , કરશે મુક્તિને ટહુકારો ?
... બંધન બંધન .",True,Bandhan Bandhan Jhankhe Maru Mann,Bandhan Bandhan jhankhe maru man.. By Sunil Panjwani Sp,"Bandhan Bandhan jankhe maru man..
Lyrics
Pravin bhai Desai
(Aatam jhankhe Chhutkato)
Singer
Sunil Panjwani Sp
Bhavna stavan praven desai Jain songs",UCqjZeY6513IwOYG-2swrwqg,211,Sunil Panjwani Sp Saigal,298,9,People \u0026 Blogs,2023-09-14 14:11:22,"Bhavna,bhavna geet,stavan,jain stavan,jain bhavna git,peavin desai,aatam jankhe chhutkaro,Bandhan bandhan jankhe,Jain songs,jain bhajans,Sunil Panjwani,pravin bhai desai,India,Gujarati",ltNnrXqUZ5A
"૨૩ ( રાગ–ગઝલ . તાલ-ધમાલ . )
-
બની મિટ્ટીકી સબ બાજી , ઉસીમેં હેત કે રાછ ?
મિટ્ટીકા હું શરીર તેરા , મિટ્ટીકા કપડા પહેરા ;
મિટ્ટીકા મહેલ રહે છાજી , ઉસીમેં હેત કે રાછ ? બની૦ ૧
ઘરેણું મિટ્ટીકા તેરા , હૈ મિટ્ટીકા પલંગ પ્યાર ;
તેરા મિટ્ટીકા હૈ વાછ , ઉસીમેં હેત હેં રાજી ? બની૦ ૨
જગતમેં વસ્તુ હૈ જે જે , મિટ્ટીમેં સબ મિલે વેે વે ;
ઈસીમે કે બના પાછ , ઉસીમેં હેત કે રાછ ? બની૦ ૩
દશા નિજ આત્મકી શેધે , જગત માયાસે મન રેધે ;
યહી એક બાત હૈ તાજી , ઉસીમેં હેત કહેં રાજી ? બની૦ ૪
કહે લિધ સદા સેવે , જિનાધિરાજ શુદ્ધ દેવે ;
બને શિવસુખકે ભાજી , ઉસીમેં હેત ક્ય રાજી ? બની . ૫",True,Bani Mitti Ki Sab Baaji,Bani Mitti Ki sab Baji Jain Sajjay,"Jain Sajjy 
Sajjay Mala
Guru
Dixa 
Jain",UC5To3rbTVj-84wiDve2PKlQ,210,Jainism Hits,361,7,People \u0026 Blogs,2020-08-14 17:53:35,,5XkEKTXfzg0
"... बनुं अणगार रे
तर्जः ( पार्वती बोली शंकर से )
हर्ष हृदयमां आज ना माय , फळ्यो प्रभुनो साथ रे ,
मळ्यो गुरुनो व्हाल ने व्हालो , विरतीनो सथवार रे ,
मुक्तिपूरीनो आज मळ्यो रे मळ्यो , खरो संगाथ रे ,
बनुं अणगार रे , तरुं संसार रे ..
बनुं अणगार रे , करुं भवपार रे ..
हवे रग-रागमां फावे ना , संसारे मन लागे ना ,
वैरागी मन संयम झंखे , गुरु बीन चैन ना पावे आ ,
मननी इच्छाओनं , आपुं बलिदान हुं साचुं रे ,
अणगारी बनवाने , आजे संयम जीवन याचुं रे ,
रजोहरण रूपे हुं मांगु , प्यारा प्रभुनो हाथ रे ,
( मळ्यो गुरुनो ... बनुं अणगार रे ... )
थाशे मस्तक पर लुंचन रे , काया थशे अकिंचन रे ,
रंगीला वस्त्रो त्यागीने , छंडी शुं स्नेही स्वजनों रे ,
वैरागी हितकारी वचनो , गुरु मुखे सांभळशुं रे ,
वीरना पंथे पल-पल हैयुं , वैराग्यथी भरशुं रे ,
दुःखनी दुनिया छूटशे आजे , जड्यो छे सुखनो साथ रे ,
( मळ्यो गुरुनो ... बनुं अणगार रे ... )
मारे तरवो छे संसार , आज हूं रजोहरण लई नाचुं ,
मने फळ्यो प्रभुनो हाथ , आज हूं रजोहरण लई नाचुं ,
हूं रजोहरण लई नाचुं , हुं रजोहरण लई नाचुं ,
मने मळ्यो गुरुनो साथ , आज हूं रजोहरण लई नाचुं ,
मने मळ्यो मुक्ति सथवार , आज हूं रजोहरण लई नाचुं ...
Rachna : Pujya Muni Hemratna Vijayji MS",True,Banu Angar Re,Banu Angar Re,"Provided to YouTube by Ahobhav Music

Banu Angar Re · Manan Sanghvi · Prashant Parmar · Muni Hemratna Vijayji

Banu Angar Re

℗ Ahobhav Music

Released on: 2023-02-23

Auto-generated by YouTube.",UCyM8oSjx9a1AfG7kCL0cnmg,128773,Manan Sanghvi - Topic,351,1155,Music,2023-02-22 10:02:44,"Manan Sanghvi,Prashant Parmar,Muni Hemratna Vijayji,Banu Angar Re",XOjHVB_F054
"... बनु हूं तारो अणगार ...
तर्ज : ( ओ घर आजा परदेसी )
लगनी लागी रे मने , तारी लगनी लागी रे मने ,
प्रभु पंथे जावं रे मारे ....
विरतीधरनो वेशधरी , मारे बनवुं छे अणगार ,
वीर प्रभुनी आज्ञना पाळी , सजु सयंम शणगार ,
अणगारी बनवाने आजे , याचु संयम जीवन ,
गुरु नयनोमां वही रह्यो छे , करूणारसनो अंजन ,
बनु हूं तारो अणगार , तरु हूं खारो संसार ...
धीमा नहीं हवे जल्दी मारे , भरवा मुक्तिना डगला ,
मीठा मधुरा ने मनगमता , पामु हूं भगवंता ,
जोगी बनीने जावु मारे , विरतीनी नगरिया ,
भवजलथी तरवाने आजे , रंग धरीश केसरिया ,
AJJHA
बनु हूं तारो अणगार , तरु हूं खारो संसार ...
S.S.S .
रग-रगमां मारे सिंचन करखूं , वीर वचन रस सांचु ,
मारु मन संयमने झंखे , रजोहरण लई नाचुं ,
रंग बिरंगी वस्त्रों त्यागी , पहरिश वेश परमनो ,
कमलेश हर्ष भर्या हृदयथी , व्हाल मळे प्रभुवरनो ,
बनु हूं तारो अणगार , तरु हूं खारो संसार ...
Lyrics : Kamlesh C . Jain",True,Banu Hu Taro Angaar,Mare Banvu Angar | Mare Banvu Angar,"jain songs app,jain bhajan app,jain bhajan in hindi,jain bhajan audio,jain songs mp3 download,jain stavan free download,jain matrimony,jain bhakti,bhajan songs free download,bhajans of all gods,song to music,music for songs,bhajan songs free,download,matrimonial,hindi stavan,jain stuti,jain stavan,stavan,jain,jain bhakti songs,jain bhajan,gujrati stavan,jain bhakti song,hindi jain bhajan,jain pravachan,video,dixa stavans ,rome rome hu taro thato jau chu,jain stavans,jinvar taru sasan,krishna,virti dharno vesh,arihant vandanavali,ek manorath evo che,piyush shah jain stavan,jain stavans new,jinvar taru sasan jain stavan,rome rome,piyushbhai jain stavan,mane vesh shraman no maljo re,dosh thi haryo bharyo,yaad aave mori maa,prabhu tamara pagle pagle,vala adinath,jain matrimony,jain bhakti,bhajan songs free download,bhajans of all gods,song to music,music for songs,bhajan songs free,download,matrimonial,hindi stavan,jain stuti,jain stavan,stavan,jain,jain bhakti songs,jain bhajan,gujrati stavan,jain bhakti song,hindi jain bhajan,jain pravachan,video,dixa stavans ,rome rome hu taro thato jau chu,jain stavans,jinvar taru sasan,krishna,virti dharno vesh,arihant vandanavali,ek manorath evo che,piyush shah jain stavan,jain stavans new,jinvar taru sasan jain stavan,rome rome,piyushbhai jain stavan,mane vesh shraman no maljo re,dosh thi haryo bharyo,yaad aave mori maa,prabhu tamara pagle pagle,vala adinath,dream Your Aatmoddhar,dixa Highlights,namami nemi,nemi naam,Gyanayatan,Aatmoddhar,jain stuti,Guru e aapyo ogho Aaj,antarnaad,5 singer 50 songs 5 minutes,nemi mashup,Saiyam mashup,jainam variya,paras gada,bhartiben gada,",UCunu6NAjfFtaHeWvzuW4OVw,63880,MSG Event,650,648,Music,2018-05-04 08:46:55,,h7ZNsJi2kYM
"बनू में जैन दोबारा
मेरे लिए इतनि सी तुम , दिल से दुआ करना ,
जाऊ जब में इस दुनिया से , प्रभु से ये केहना ,
बनु में जैन दोबारा .. मिले जिन धर्म दोबारा .. ( ४ )
जब साँसें मेरी , बंध हो जाएगी ,
जब आँखें मेरी , तख के सो जाएगी ,
जब भीड़ लगेगी , और सब रोएंगे ,
पेहचान मेरी , कहीं खो जाएगी ,
गीत मेरा ये सबको उस दिन याद दिलाएगा ,
मन में तब फिर सबके बस इक्क बात ही लाएगा ,
बनु में जैन दोबारा .. मिले जिन धर्म दोबारा .. ( ४ )
कुछ किस्से होंगे , कुछ बातें होंगी ,
जब मेरे बिन ये , दिन रात होंगी ,
मेरे लफ़्ज़ों को , सब याद करेंगे ,
कुछ रो देंगे तो , कुछ खूब हसेंगे ,
नाम मेरा एकदम से कभी जुबान पे आए तो ,
आँखें अपनी बंद करना और केहना महावीर को ,
बनु में जैन दोबारा .. मिले जिन धर्म दोबारा .. ( ४ )",True,Banu Mein Jain Dobara,Banu main jain dobara | Singer \u0026 Lyrics - Rishabh sambhav jain | RSJ Devotionals,"Original song : Saiyam kyare malse

Recreated by : Rishabh sambhav jain (RSJ)
Singer \u0026 Lyricist - Rishabh \u0026 Sambhav Jain (RSJ)
Music Producer - Nimesh soni
Recording Studio - Sound Cafe


For Booking - (+91) 9589999996
Email - rsjsongs1@gmail.com

Subscribe for more songs

follow us -
instagram - 
@rsj_rishabh_jain
@sambhav_jain_rsj

facebook - https://www.facebook.com/rishabhsambhavjain/videos/2433832646657722/

Full Song Lyrics :

Mere liye itni si tum, dil se dua karna
Jau jab me is duniya se, prabhu se ye kehna
Banu main jain dobara, mile jin dharm dobara
Banu main jain dobara, mile jin dharm dobara

Jab saasein meri band ho jaegi, Jab aakhein meri thak ke so jaegi
Jab bheed lagegi aur sab roenge, Pehchan ye meri kahi kho jaegi
Geet mera ye sabko us din yaad dilaega
Mann me tab fir sabke bas ik baat hi laaega
Banu main jain dobara...

Kuch kisse honge, kuch baatein hongi
Jab mere bin ye, din raatein hongi
Mere lafzon ko sab yaad krenge, kuch ro denge to kuch khub hasenge
Naam mera ekdm se kabhi zubaan pe aaye to
Aakhein apni band karna aur kehna mahaveer ko
Banu main jain dobara...

We’re thinking about it a lot – How Do We make money from these videos? Are We giving enough value to our listeners or it is just another song?

Now, The songs and helping you people is not our full-time job. We are a freelance Musician. Researching, observing things, studies and then writing lyrics on same takes up a good amount of time. And it will be a cliche of us if we ask you to pay us upfront to access our content – after all, We are not selling those courses here.
So We are leaving on you guys. Our listeners. If our content is helping you in any way or helped you in past – You can support us by donating amount as per your wish. Whatever the denomination is – It will help us these ways:

* We will be able to access more courses, books and research material through that money.
* We will be able to hire good team and editors to make the audio and visuals of the songs more efficient and watch worthy.
* It will motivate us to write and sing more and with consistency.

Every penny will come back to you in some form or the another (listen: Value)
Here is the account number. You can transfer the amount here:

Bank Account Name - Sambhav Jain
Bank Account Number - 4592000224450532
Bank Name - SBI State Bank Of India
City - Indore
IFSC - SBIN0030418",UCZWoH3qFazaPbwnG8L3BJ_Q,851890,Rishabh Sambhav Jain,220,9153,Music,2018-09-05 06:52:11,,N3_WgCQ6Ck4
"बनवुं हवे सयंमी ...
तर्जः ( औलिया )
वीर शासन वरी , वीर जेवो थवा .. ( २ )
शमणां वर्षोना आजे फळ्या , देव गुरुना आशिष मळ्या ,
आज्ञा धरवा , साधना करवा , एने बनवुं हवे सयंमी..(२ )
( संयमी ... संयमी ... संयमी ... संयमी...)..(२ )
भौतिक सुखमां जग घेलं पण , साचुं सुख संयममां ,
कायाने भले आवे कष्टो पण , मन बस आनंदमां ,
ज्यां सुख छे शांति सदा , समता छे आगवी..(२ )
आज्ञा धरवा , साधना करवा , एने बनवुं हवे सयंमी..(२ )
( संयमी ... संयमी ... संयमी ... संयमी...)..(२ )
ऋषभ रागी वैरागी जे , भळशे जिनशासनमां ,
अक्षय सुखने पामीने , ठरशे निज आतममां ,
रजोहरण ने मुहपत्ति , ओढीने कामळी..(२ )
आज्ञा धरवा , साधना करवा , एने बनवुं हवे सयंमी..(२ )
( संयमी ... संयमी ... संयमी ... संयमी...)..(२ )
Lyrics : Bhartiben Gada",True,Banvu Have Saiyami,banvu have saiyami,,UC4EhwgC8YP0CvbsuhInlQ3A,325,Saiyam the real life-Music,288,9,People \u0026 Blogs,2022-03-16 17:51:05,,dLyy_G4Ckh4
"...
बीते लम्हे कैसे भुलाउं ...
तर्जः ( मेरी कहानी )
गुरुवर हमको है प्यारा , पाया जो संग तुम्हारा ,
झूठा जहां ये सारा , तेरे सिवा ..
प्रभुवर सा तुमको माना , सच्चे जीवन को जाना ,
अब तो कुछभी ना पाना , तेरे सिवा ..
बीते लम्हे कैसे भुलाउं , खुदको भी अब कैसे संभालु ,
साथ मैं चाहूं , फिर कैसी हो दूरियां ..
वादा है तुमसे हमारा यही , ना भूलेंगे कभी गुरुवर तुमको ,
याद तुम्हारी है दिल में बसी , नहीं जाना कही गुरुवर हमको ,
तुमसे खिली , तुमसे रोशन हुई , मेरी जिंदगानी ,
अगर तुमसे जुडे , तो मुश्किलें आसान बन जाएगी ,
बिनती मेरी तुमसे , हो जीवन तेरी राह पे ,
बीते लम्हे ...
Rachna : Muniraj Shri Tirthsundar Vijayji",True,Beetein Lamhe Kaise Bhulau,Beete Lamhe Kaise Bhulau l Dharmasarthi Updhaan Tap Viday Samaroh Touching Moments,"#Dharmasarthi Updhaan Tap

बीते लम्हे कैसे भूलाऊ

Nishra:
P.Pu.Aa.Tirthbhadra suri.m.s


Updhaan tap Venue:
Shri munisuvrath swami Navgrah jain mandir,E.C.R,Chennai


Ayojak parivar:
Arathwada nivasi Sanghvi gunvanti bai mohanlalji gadiya parivar

\u0026

Kalandri nivasi
Sanghvi chandanbai genmalji nibjiya parivar

Lyrics✍🏻
Muniraj shri Tirthsundar vijayji m.s

Singer 
Sourabh doshi

Music Production Prakrama Records

Video:
Nagesh Pulli

Cinematography: 
Prit shah \u0026 Arvind


Motion Graphics: parmeshwar studios",UCBaKffp0XWZGB6v3oifskUA,16891,Rajpath Diksha,239,435,Music,2022-03-08 13:44:47,,YDZi4phD2J4
"प्रभु सालगिरानी भाविकोने भारे नाज रे ...
तर्जः ( मेहँदी राचण लागी )
शणगार सजीने बेठी भाभर नगरी आज रे
प्रभु सालगिरानी भाविकोने भारे नाज रे
सवासो वरस पूर्वे पधार्या माहरा नाथ रे
सदियो सुधी रहेवु प्रभुजी ताहरी साथ रे
मलके मुखडू व्हाला , मुनिसुव्रत स्वामीनुं
शांतिजिन दर्श हर्ष हैयु थाय भावभिनु
शंखेश्वरना पारस राखे भक्तिनी लाज रे
प्रभु सालगिरानी भाविकोने भारे नाज रे
सोहे त्रणे जिणंदा एवा कामणगार नाथ रे
प्रभु सालगिरानी भाविकोने भारे नाज रे
शिखर पर आम्बे धजायु हेम कलश छलके
फ़रकती धजा जोई भाभर गाम मलके
योग सेवके जिनभक्तिए सार्या काज रे
सदियो सुधी रहेवु प्रभुजी ताहरी साथ रे
Lyrics : Harsh Kothari",True,Bhabhar Tirth Savsomi Salgiri,,,,0,,0,0,,1900-01-01 00:00:00,,
"भगवान भगवती ...
माँ-बाप कहुं के माता-पिता , मम्मी-पप्पा के मधर-फाधर ,
उपकारी अनंता प्रेम तणा झरणां ए ...
भगवान भगवती आपणा जीवनना ए ...
जेणे जन्म दीधो छे आपणने , जेणे स्नेह दीधो छे आपणने ,
संस्कारनं सिंचन करी जेमणे ( अमृत पाया आपणने ) .. ( २ )
तेने ब्रह्मा कहुं के विष्णु कहुं , सन्मार्ग चींधवा श्री महेश कहुं ,
छीए पंखी आपणे एमना गगन ना रे ...
भगवान भगवती आपणा जीवनना ए ...
एमना जीवनमां द्रष्टि करी , भूतकाळ एमनो जाणीशुं ,
एमने मनगमती वातो करी , ( ईश्वरनी छबी आ माणीशुं ) .. ( २ )
एमना गमतानो गुलाल करीशु , एमनी ईच्छाने हैयामां धरीशु ,
धबकारा आपणे जेमनां हृदय ना रे ...
भगवान भगवती आपणा जीवनना ए ...
ए होय अभण के अज्ञानी , एनी सामे कदी ना बोलीशुं ,
साचा खोटाना त्राजवाथी , ( माँ-बाप कदी ना तोलीशुं ) .. ( २ )
माँ ना खोळाने स्नेहथी सजावीशुं , पिताना खभाने गर्वथी गजावीशुं ,
छीए पुष्पो आपणे एमनां चमन ना रे ...
भगवान भगवती आपणा जीवनना ए ...
Lyrics : Saketbhai Shah ( Tapovani )",True,Bhagwan Bhagwati,,,,0,,0,0,,1900-01-01 00:00:00,,
"... भगवान महावीर ने सरवस्व दिया है
तर्जः ( दिल जाने जिगर तुझपे )
भगवान महावीर ने सरवस्व दिया है ,
पार किया है रे बेड़ा पार किया है ,
भगवान महावीर ने तप त्याग किया है ,
पार किया है रे बेड़ा पार किया है ,
कर्म काटने का उपाय दिया है ...
चढ़ती जवानी में संसार छोडा
विषयों विकारों से नाता है तोडा ,
ग्वालों जो सताये फिर भी मुस्कुराये ,
क्रोधों के स्थानों पर क्षमा किया है ,
पार किया है रे बेड़ा पार किया है ...
STAVAN STUTI SAJJHAY
देव नहीं नवकार :
अरिहंत सा देव नहीं , नवकार सा मंत्र नहीं ,
आयंबिल सा तप नहीं , ब्रहमचर्य सा व्रत नहीं ,
जिनवाणी सुनाये , शास्त्र भी बतायें ,
अनुभव ने जिसने सौ बार किया है ,
पार किया है रे बेड़ा पार किया है ...",True,Bhagwan Mahavir Ne Sarvasva Diya Hai,BHAGWAN MAHAVEER NE SARVASVA DIYA HAI,"Provided to YouTube by Nakoda Music

BHAGWAN MAHAVEER NE SARVASVA DIYA HAI · Namratha Kochar

BHAGWAN MAHAVEER NE SARVASVA DIYA HAI

℗ Tukliya Family Banglore

Released on: 2022-04-22

Composer: akhil purohit
Lyricist: Namratha Kochar

Auto-generated by YouTube.",UCgdDEurKhvVjBLhZ-HCtF4Q,233,Namratha Kochar - Topic,201,9,Music,2022-04-22 13:51:28,"Namratha Kochar,BHAGWAN MAHAVEER NE SARVASVA DIYA HAI",GLqs6tDokpA
"ભગવાનની દયાનો
ભગવાનની દયાનો ભરપૂર છે ખજાનો ,
ખૂટે નહીં કદાપિ , એની પ્રીતનો ખજાનો ...
ભગવાનની .
લેનાર હોય તેને , આપે હજાર હાથે ,
ખાલી ન જાય કોઈ , દાતાર છે મજાનો ...
ભગવાનની .
એની નજરમાં કોઈ , ઊંચું નથી કે નીંચું ,
સહુએ છે એક સરખાં , નાનો ન કોઈ મોટો ...
ભગવાનની .
દેખી શકાય તુજને , દૃષ્ટિ નથી અમારી ,
ઘટ-ઘટ માંહી બિરાજે , આવીને છોનોમાનો ...
ભગવાનની .
દુઃખીયાનો તું દિલાસો , ડૂબતાનો તું સહારો ,
શ્રદ્ધાભરી છે હૈયે , આખર તું તારવાનો ...
ભગવાનની .",False,Bhagwan Ni Daya No,Bhagwan Ni Daya no | Kishor Manraja | @JainSamachar,"Bhawgan ni Daya no....
Kishor Manraja



============================
Share, Support, Subscribe!!!
============================
Subscribe: http://bit.ly/2ZAlzuW
Android App: https://goo.gl/ujb6nu
Youtube:  https://bit.ly/3bGAbhK
Facebook: http://www.facebook.com/jainsamachar
Facebook Myself:http://bit.ly/2Gg0zkm
Instagram: http://instagram.com/jainsamachar
Website: https://www.jainsamachar.com
#Antarnaad #Jainsamachar #Kishor Manraja

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for \""fair use\"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.

Jain Samachar Jain community provides information about religion, Jain spiritualism, Jain Darshan, Jain Bhajan, Jain Video, Gurdesh's discourse and more information. The purpose of these channels is to give all information to the Jain community only.

About : Antarnaad (Jainsamachar)  is a YouTube Channel, where you will find Jain stavan videos or news  in Hindi, New Video is Posted Everyday :)",UCgr-O1EF4m0IELVzlWR3O6A,1735,Antarnaad {Jain Samachar},299,18,Music,2021-04-28 16:52:02,"Jain Samachar,Jain Songs,Hindi Stavan,Jain Stuti,Jain bhakti Songs,Hindi Jain Bhajan,Diksha Stavan,Antarnaad,Gurudev,Anusthaan,Poojan,ratnaword,Live,motivation pravachan,jain dharm,How to delete,how to make,Download,youtube video,how to pick up stocks,Malkan,offiical Video,kishor manraja garba,bhagwan ni daya",TygDowbAINc
,True,Bhagwan No Jawaab,Bhagwan No Jawab - New Jain Stavan | Tu Mane Bhagwan Ek Vardan Aapi De - Bhagwan Ka Jawab,"#tumanebhagwan #jainstavan #stavan

Lyrics: Muni Heerratna Vijay
singer: Vijay doshi 
Tune: Tu mane bhagwan ek vardan aapi de 
यह गुजराती गीत अवश्य सुने | एक ही गीत में समस्त धर्मो का सार आ जाता है |
If you want to know the secrets of peacefull and perfect life and the real art of living then plz see our videos and
for more information plz like \u0026 share our facebook page-BHAGWAN KA JAWAB
link :https://www.facebook.com/Bhagwan-ka-jawab-910903268992262/
and join our facebook group- BHAGWAN KA JAWAB
link :https://www.facebook.com/groups/1650533148522980/?fref=ts
and plz share this matter to all your friends and groups to know the reality of life.
For video of this song must click on this link
https://youtu.be/OqOSgZtHR3s",UCaOGADFNzEOfcevSu5Agezg,567283,BHAGWAN KA JAWAB,703,3322,News \u0026 Politics,2017-01-10 09:08:53,"gujarati song,TU MANE BHAGWAN EK VARDAAN AAPI DE,Bhagwaan no jawaab,Bhagwaan no jawaab (New Version),peace,secret of happiness,bhagwan ka jawab,life,positive,motivation,song,jain stavan",EIf7crtwOjI
"... भाई मारो
भाई मारो विश्व माटे एक नजारो थई गयो ,
जिनशासननो चमकतो तुं सितारो थई गयो ...
सौथी नानो , लाडको , तुं सर्वने गमतो हतो ,
बाळवयमां साधुवेशे तुं सतत रमतो हतो ,
भाव छोडी आज भवने तारनारो थई गयो ,
जिनशासननो चमकतो तुं सितारो थई गयो ...
बाळपणनी मस्तीओ बहेनाने आवे याद रे ,
केम भूलाशे स्मरणनो खाटो-मीठो स्वाद रे ,
साधुता प्रगटी अने संसार खारो थई गयो ,
जिनशासननो चमकतो तुं सितारो थई गयो ...
जो परम पूजनीय अजितयशसूरिजीनी थई कृपा ,
थई शरू श्रेयस थकी संस्कारयशनी जात्रा ,
कुळनो दीवो , सूर्य थई अजवाळनारो थई गयो ,
जिनशासननो चमकतो तुं सितारो थई गयो ...
आंगळी छूटी रही , सरकी रहेलो स्पर्श छे ,
एक आंखे अश्रु छे , ने एक आंखे हर्ष छे ,
लाडको घरनो जुओ ने जगनो प्यारो थई गयो ,
जिनशासननो चमकतो तुं सितारो थई गयो ...
धर्मनी केडी खरे परिवार करतां छे वधु ,
व्याप तारो विश्वना विस्तार करतां छे वधु ,
ए विचारी मन थकी गायब मूंझारो थई गयो ,
जिनशासननो चमकतो तुं सितारो थई गयो ...
Lyrics : Raeesh Maniar",True,Bhai Maro,Tu Ekaj Chhe Maro 💓 | Prabhu Bhakti Geet 🎶| Keval Shah | Aman Jain | Anand Yatra ☘️,"On the marvel occasion ✨ of Mumukshu Gautamkumar Nanesha's 
Ratnatrayi Tridivsiya Mahotsav in Ratnagiri 🏖️,
Anand Yatra ☘️ 
potrays a mellifluous melody 🎼dedicating to Parampita Parmatma 👑

तुं एक ज छे मारो...💓

For Ringtone👇
https://drive.google.com/folderview?id=1GE8ka2KedUp5oVNF38vHKG18sGyhzbyS

For Lyrics 👇
https://drive.google.com/file/d/1_auxeZErlsNWZpNZdSzHdoaTD1cavCKh/view?usp=drivesdk

✨Credits ✨

Lyricist 🖋️
Param Pujya Aacharya Dev Shri  Mokshratisurishwarji Maharaja 

Singers 🎙️
Keval Shah (Malad)
Aman Jain

Music 🎼
Hitesh Udani

Shot \u0026 Video 📷
Rujul Photography \u0026 Cinematography

Special Thanks to Parmeshwar Studios ✌🏻

Do Share to Everyone \u0026 Shower Your Love 💕

#anandyatra💎
#anandyatraagain♾️",UCLR_RmXIVBp-aI8HLM8iNtw,1065746,Anand Yatra,296,5429,Entertainment,2021-03-30 16:28:29,"mumukshu gautam kumar,tu ekaj chhe maro,diksha songs,saiyam songs,prabhu bhakti,devotional songs,keval shah,aman jain,rujul photography,antariksh ji tirth,ratnagiri,diksha mahotsav,anand yatra,hitesh udani,parmeshwar studios,gautam bhai diksha",9sHqC9EjIv4
